claim_id,target
ID_UZB1OAVL2SIL,5253.193541496992
ID_YTBRQ8M5FHUU,-3739.990693449974
ID_HOY2QIKDDW1G,22973.22395208478
ID_KAFOD2UM81CF,45529.34793509543
ID_KXGO2CVPRRHM,16898.25533489883
ID_CITCPNZS8NGE,32506.278503105044
ID_2VML60NPZD9I,134884.1511605531
ID_IBBBVJTXD09L,17107.209594100714
ID_KDE9033V0GH6,5538.33197927475
ID_CHAV6L6ZSA9J,11824.514445975423
ID_RRMTZ0MLZIJQ,22525.37070570886
ID_ZXW6VOJI17P0,50634.59697292745
ID_AVX2HTUEJE88,71166.20782542229
ID_XALN4Y87TVFA,27915.089821755886
ID_7Q9XBGSX61H0,36346.25660678744
ID_DNRLZ1XI4SB8,111372.48565278947
ID_OL9E87L56NNA,26596.000041484833
ID_A5W8LFFIV6JL,17629.175281137228
ID_UKZ47XRMJLOK,8972.083155795932
ID_OR285DODEJ6V,142335.26919977367
ID_ITOLUWCQIRXT,81501.79222688079
ID_8DVQJCG9I1J5,12156.504673242569
ID_HR5G1CJHPKS7,18925.463458299637
ID_IGKYRHBR9LA8,65265.43266277015
ID_U49D9T6ZI6D2,-4990.7356461286545
ID_8WZD8J2M5VM4,68762.31439755857
ID_L11PTPIBEOUY,140201.84968177974
ID_AB6US7JBUFGA,17726.55521544814
ID_99BLGEXMLCM0,89196.13670293987
ID_HJX8S2IICQGK,55259.03740544617
ID_T2MQ13XD0BZH,120712.29639108479
ID_NGZ13S84K0SZ,149408.15027952194
ID_KQC61JPTBOWP,16093.005586057901
ID_LBUJS9N3CZLR,26996.110281139612
ID_GWEOWVWDJU49,19790.29381288588
ID_ARSJNVI9J3CD,30122.185663715005
ID_3WD3PW51IHIB,57661.009721294045
ID_9YU1OGVM07XT,-11025.116618856788
ID_MZPV0UT4FXS0,6675.827038675547
ID_5SHCLLHGGTZM,148663.99534349144
ID_F8XAZJ6RA96K,85832.26510603726
ID_8RWMB2R4BG17,28146.52297435701
ID_ZQOXGQKTSQUZ,95150.78758724034
ID_GD1WHVT4SRZK,16142.445618003607
ID_ZCHG291XANNT,180711.6580889225
ID_DSODEGCFSOB0,66955.93282221258
ID_9QEMV2YYHWMX,11727.503856286407
ID_V3668U3YAR1G,64566.043350070715
ID_AYBG48UESVMW,28408.085012942553
ID_WG8IGLW118PX,92493.9056673497
ID_L51DQPGB1XWS,75069.02637059987
ID_1TLMI0UOIGAY,176593.28553187847
ID_OH1YCA7WAPON,138548.965816468
ID_UWJ8767S834E,18612.244918450713
ID_JDQK94DGU4DW,28881.709970474243
ID_DQC0I18N384A,142703.49295589328
ID_QWX6P6619LBW,106701.98208381236
ID_SXN31W3BRU6F,143028.03253664076
ID_JLA4O9LPKRPY,4332.69549061358
ID_AW9JMF8YK0IQ,9032.142552047968
ID_QMBIEC5DUEP2,23874.120001524687
ID_SQK46ENZNN15,43271.56234653294
ID_8IOZ8AI9T08B,114350.40844348073
ID_DTIAQFOBLZ68,159896.0322292149
ID_3P6PTTTZLB1N,27514.03920249641
ID_AL9S4HDUCQNK,120288.75896681845
ID_B5YFPXNPSO0Z,31236.391990080476
ID_U8S58DFLXRW8,68595.50931048393
ID_14YI3TPJDAXW,53623.910871863365
ID_NORV1JV5N5H1,177776.36677011847
ID_FGMLDEQQ5VTL,172521.26941359043
ID_4JBM19CDP905,9059.607310801744
ID_UAYAPPFGU49T,39442.383640393615
ID_UJI9VQT64XLZ,97044.54329106212
ID_2UBFGZBG44Q8,13473.807272687554
ID_8MUB33JHGXD4,4378.765837132931
ID_WRV0TNP6H37M,4571.101762413979
ID_4FAMKR2RVPUY,37651.31155022979
ID_JGFAX1D1YTEU,11846.289475485682
ID_CSOJJ88XTSNW,79243.12173512578
ID_AEMWXY9SFACH,-14060.526252761483
ID_J9TW7WI0RPVA,28676.227939471602
ID_FL5V6BDWYX7U,128806.41532985866
ID_QO0KME1Q35RY,52245.96180136502
ID_1WGY6RUVVO1R,13935.194759249687
ID_218429JI3ZSB,115270.16710326076
ID_SMTP4299GKWF,-2061.9946256130934
ID_QEFAPI8OLN40,135544.37584494054
ID_CT2EUXD5QITF,16276.983248397708
ID_FL4INJEVMO72,54890.4004599303
ID_6KV4BIXK209T,103059.24997092783
ID_0BVJGYNJ4QLY,166807.40435488522
ID_R32K8P0RV0Q6,14057.001003295183
ID_OW7A72CD2XPX,83683.31949977577
ID_QBD4L7F3OZXC,309.15507873892784
ID_WFPHNMS6I1HH,84557.46323868632
ID_0K90AA235634,-1423.8573733568192
ID_9NU4NR9GH2L3,17438.616207137704
ID_QF5W70OBUA88,51379.72371952236
ID_I19WSLI8RNDK,176439.3878556192
ID_1HRO07MFSMY1,31166.77037318051
ID_B11WB6U370G6,10392.110446840525
ID_TM5UDA4UIA1T,33997.58481065929
ID_LXRX7X6B1TTK,153250.45206309855
ID_MRM1S0PSPAGG,65822.02870209515
ID_8L1QQ6984DFA,45345.31462533772
ID_GAP51CTJVUTW,55053.18225637078
ID_N59IAC8EHSK9,62647.29321999848
ID_2ZKHTNPEJWTU,49706.83929988742
ID_ZX1LS90TPEAZ,55816.82902804017
ID_RQDX6394C0PV,140385.71757255495
ID_54EUEJ8100WY,128524.19027990103
ID_RHSRV6JR9S7W,77195.05486293137
ID_3ZWRK76JMSVR,116577.26738250256
ID_EKRFPZ95S834,179315.36126433313
ID_2MG3DCGQ2PUJ,63483.33710260689
ID_VHUH2SSSYB5W,70834.71975290775
ID_PC5NQCG23IDH,110677.7866512686
ID_KFCFCGPW0CRE,100255.95827929676
ID_FVTDS1V2UWJ0,181771.1613434106
ID_G8RW23CWM112,149.50469854474068
ID_HJR5FA5072SC,174079.54158104956
ID_BW1GB2A9Z0HY,42737.44347561896
ID_6KDP2IQMKUST,8610.413785278797
ID_5CODTBH35Y3R,55892.11787438393
ID_ZZJ9AVU1DNFI,12134.309815049171
ID_34LXG88RV0JT,235139.37836904824
ID_F5P1YJELLD9J,23398.344241037965
ID_LDVXTQADTBV3,17072.592654690146
ID_OR9IE5ZIKGIT,142827.32730673254
ID_M8WK536RMMTH,23367.763393700123
ID_6M6SN4BN8UEN,91824.66025920212
ID_3S7A7GQUTJHF,161465.67008294165
ID_JRL47ZEU8BYN,199004.07651244104
ID_7TJOH65FR8WX,26110.487234652042
ID_SQLIN9VD80BI,30195.27978940308
ID_0PCW0JLFX6VF,151951.4705735445
ID_DZFDAMLMSGKG,32947.756736665964
ID_S8X97I3XWZJ4,23198.838883668184
ID_RRD6N3457HL3,9259.893572062254
ID_5X0INM7NBJ25,69594.10165207088
ID_MYWZ6AHV0K1L,28547.647772833705
ID_B0IMQ69JUBGQ,112906.66422046721
ID_QLDNHB4ZENWX,85667.41901479661
ID_ZQ14OHI1RZ94,-4920.067309439182
ID_BEFZSCEM2CD7,64739.912754550576
ID_FXQ7IAWFX274,48966.964192926884
ID_6Q10LZXW4ISE,23119.129847556353
ID_FCDO9HQGOXVG,18413.146512582898
ID_EQ9FPZAZV129,-403.6755205541849
ID_D0KWWX60T6RV,10896.971354275942
ID_ZSR1N3ZPX3AI,-2942.7542534172535
ID_BS8MRUBL7MF7,30430.92050819099
ID_HCRYUBIK2K5Q,52709.48819193244
ID_CT42XCX98MA7,142406.96772302687
ID_5K2DPUP1VOJB,37072.03623214364
ID_EVLIZ8G3XIXE,25707.933664247394
ID_KRQ1EX6TDHCL,40314.98224847019
ID_1ZQ8O3XO586O,4768.083527043462
ID_DS0J81H8OPD4,7867.401605129242
ID_GPAKIF2HFH4C,91402.81950885057
ID_DJ6GI7VPLYZF,19046.44267717004
ID_12T47OAUSE78,23938.27003774047
ID_E5LORFQ54D85,125527.46434944868
ID_YTQ0LQPFIUDZ,15493.177065715194
ID_3IVF96ZALTJG,21610.92071789503
ID_UPF1OEOO36GJ,107176.91999398172
ID_S7OCME9R7M18,19679.58070729673
ID_WMMAU6LMOFPK,40617.69245760143
ID_CC9GUFUSFM02,58923.436816737056
ID_X7ZB7PXYHJPF,160694.66399861872
ID_YOQ2YQ2CSYF0,89985.2799846679
ID_BQ4EEWLYZ36X,97201.59197713435
ID_36IEX8K1Z9CM,86145.41927461326
ID_AFWTQ9DCPYEZ,62248.03337545693
ID_0MHCI9397ALZ,143675.57117250562
ID_LT5751RKPEFU,106231.62650536001
ID_BW0YLIYBB8AR,68731.53394694626
ID_B63X94UIC5K2,23696.00605672598
ID_X2XHACOZ9R9K,86185.71162477136
ID_L1ZPCXMIBS3V,31809.437176465988
ID_IQHK15YRIZBE,103015.7543503195
ID_3R7LF41CQXG9,66504.54182979465
ID_7LEFFFJS97NG,27095.940732255578
ID_685E88QWMX7J,16499.45958378911
ID_CSIAP4OPVU0J,43226.72864086926
ID_KGKXHYHCQTV6,20924.28047454357
ID_8Y4WD7T6YPEN,84616.95565399528
ID_BYQBEWA85XBV,33596.76649026573
ID_D80UNH3F0ZR6,89532.93072360754
ID_JTNPHVVLJT2S,35059.51001860201
ID_FJCC0JYKHUSG,54195.10497699678
ID_TAQ9BJLRMS0M,7997.485925540328
ID_YUA7G3AKEKUW,32553.16166059673
ID_AKK7323V5M9H,62272.67586801946
ID_C8K5D7GQASZ8,33925.39503824711
ID_G9K3S75RQOW7,29247.766633868217
ID_BSOAJEZACW0K,-8268.453301340342
ID_VKWS1QA7G0WS,68021.09125100076
ID_IYEJX1L1VPOY,3610.381425112486
ID_KJGUXMIVEUHN,32714.64455384016
ID_JZGGGMW19W26,20779.10406129062
ID_XU0YX84YZHYF,25274.095888659358
ID_CD1IGKQKEQ33,5619.27485203743
ID_P0AGKUJ6YWEG,47434.43480105698
ID_ZHZXSU4EWYHZ,9900.88639780879
ID_C68773FQ821F,172966.22971093655
ID_YFH42FKYN6UE,16767.260008484125
ID_RFW7Z5EVU0RX,14295.146230652928
ID_TIQKIELDAV4R,23496.5662163198
ID_7B46Y9RKXUE8,26674.013962730765
ID_EH51AEQZKW9L,126696.20005573332
ID_UQT0HT079BJV,72653.50227665901
ID_YV1N0RPLZNUL,8048.714698910713
ID_TV7G9KKOQ3PM,15211.849467426538
ID_S4CO7S9R7A2U,21246.21730980277
ID_TOEZ3HXSGEU1,72441.69378305972
ID_C7ISZ53QACGI,-1588.1807758361101
ID_0IAMH1WMGKRK,18410.20606137812
ID_6TOFP1KM95FP,21025.8342358768
ID_ZOGYSBBJYJ3N,105178.47497442365
ID_VCS6J83V9BM6,69149.75778229535
ID_UNDJ2YLWNWXG,10762.35035777092
ID_M7TSEHK1LL34,147337.0770060122
ID_WULO8Y7FZRDF,20792.43801213801
ID_HZRR41RARN8X,142.6306786686182
ID_VBSWEUXFREFT,65961.76706561446
ID_6R886OS1WUVU,54060.535223424435
ID_7DG1FQB6W258,81500.43870259821
ID_NLAWKIV3XPDT,-4119.925384834409
ID_2S03BM788M9X,4083.362696930766
ID_MG415EU7H1G7,118873.6919682324
ID_37L3Y83X8FKG,165679.75241927803
ID_1J91BS5G46QQ,545.6410583406687
ID_VCG3I2YRZFUB,6894.459589391947
ID_KGYNDTBBF99V,166892.68254593015
ID_GI3LR9KE4WIR,3200.9550229758024
ID_8U6M9EYJJP6X,9432.117847412825
ID_4KLDG9CKOVD5,39993.40569391847
ID_32BSSL3O2OXJ,194525.1892118901
ID_KYDX9NOWNHHF,-15665.865097656846
ID_T8FVRRL6EU80,5316.708417803049
ID_WV1VA966CLHF,143355.16540895402
ID_J39XTI1Y2IFF,43182.37286002934
ID_9VPOYHT8E11H,59627.73083931208
ID_E98K17P3QUKR,-7787.493800461292
ID_U9LGY90FUHJT,61610.7896297425
ID_WW2HF4P7NZY9,81609.65853388608
ID_ADVJN6ZS1OVQ,25343.24398688972
ID_WL8XZCGAI5YG,2697.8203213512897
ID_VJX8P9WESFXV,59896.46370562911
ID_ZAN7V9EXFDQ2,165386.92973721027
ID_CH8081DEDYKG,137183.47501017153
ID_89VZGFWJ1BBC,402102.503665328
ID_7OC199TULELB,32091.96610826254
ID_P7V28NSCISNT,15710.608373731375
ID_PMR9ZL9AI01Y,10304.00325973332
ID_8FA3NS2TZJXC,186796.21367752552
ID_ESVYOWXVU2YB,94725.13462406397
ID_LMAXDHP1FMQL,22428.28714644909
ID_ZZTOPJK5TS54,62803.91870047152
ID_VAVQCPCYJFD7,78527.87520866096
ID_VTWV4ZO9MDAX,192413.33294944465
ID_0SN7YNR5KB09,34351.67043174803
ID_MA8Z95RJIFBK,102796.20980215073
ID_67H501CZ3WSL,41127.691137075424
ID_G34P2XGEIU4N,26880.503407254815
ID_3151QYNEV9QB,86164.58601632714
ID_DFDYLA6N2PKL,28083.874494597316
ID_O8RMJYIVM9RA,-8227.81428553164
ID_SJD2XCIAPIYN,109542.77477928996
ID_FMQO2B3XCAWA,145254.70883315802
ID_CZ1BLDHLWJHX,264984.7778394222
ID_D8J84PCARRHT,36489.98514674604
ID_BXQ81CI2QKL9,88045.84891831875
ID_01W34DR9KKT1,39728.24195282161
ID_1TNCDKCSY3L6,-9767.847534373403
ID_9F51Q2A95764,116897.9248944372
ID_SGV3ULWM0ENR,38371.20728710294
ID_213FCE16N0TM,134542.07614685595
ID_7MWEOU44XJR0,119785.43453249335
ID_EO634Q11XA4V,80515.47413316369
ID_75YYSQ58YRQA,131472.3266403228
ID_XDVVWQMGP7E4,63258.03010234237
ID_E41QAD3JCKJD,10025.171800091863
ID_03273XXYP38Q,93867.43768841028
ID_HC78W0YS8OW9,-15567.003811717033
ID_XA7KJZ4E2955,93951.47491513193
ID_DCGJODFEVTXX,60797.994674518704
ID_3CBVKYKNW1FT,98456.07425244153
ID_ZKF255A8ESPA,12590.82383646071
ID_CK8IBFIMLU0K,39679.5546336323
ID_1R89F6YAFISG,60844.82529120147
ID_70V5A0IT5TWQ,151134.42393817008
ID_2EIF6K4TAJ5K,37683.60004167259
ID_EG8JEYMRAUW4,41107.991006195545
ID_0KUOT4OXL6CR,178266.52989026904
ID_DIN6DFI3WB8A,11696.00453260541
ID_8YPZK7JQRUR5,129442.09978100657
ID_QEG2C8NWAXDE,34910.06545421481
ID_L45M9GXGKWN0,-5680.280512109399
ID_9KEWJL39WMDH,-13146.424324437976
ID_UWXNKZDC1RPM,6909.912675842643
ID_4FMVI4ELP31X,24685.72224622965
ID_HN89SQSC74T2,136988.84189781547
ID_RJUFFK7MU9BZ,72574.09449519217
ID_8V6VSCCFRM61,195941.099717021
ID_S3B3QT8O9JDV,27932.106017142534
ID_R8IPNVDN1EGX,163684.68458731472
ID_ZNAS4BAD7A5N,166288.46324697137
ID_KA5ESBFA0AI0,21630.55079089105
ID_GEWINW0P4JO5,66053.77067345381
ID_V57G0JZ8FQUO,79198.95287115872
ID_XGR74V0XY334,-5979.078243806958
ID_ZCR0TFZ0KPU8,57933.71410916746
ID_8B2VFB8CIBAJ,14548.590446561575
ID_JG4HT38JBM3N,42259.96143876016
ID_9RKQKJ1B8BFI,102796.18942959607
ID_XK6O8TJZY663,51454.59561486542
ID_FRWNR5D6O1FD,79397.6931476891
ID_YRUPN19KCK6E,98074.45907498896
ID_DOHYYCO2PLMB,94825.5252829045
ID_2R66OR5XT80R,30630.17466017604
ID_GP8YH3N5T8G9,72520.53118120134
ID_HBU6HFETG2YO,126928.24307380617
ID_PVK769EY8A8J,4044.131221368909
ID_QBCN8L07JGLX,131691.2214654088
ID_8ET9ZYSAXQDT,80374.62239059806
ID_MOPW4WJ0Z1GX,162671.854329288
ID_9FIXL09TRMV1,17439.502128586173
ID_4E1IJSTQTLQJ,31621.992199510336
ID_392NMYNXZ53S,30337.296531245112
ID_THBEOLJHQLNL,17816.252968907356
ID_HHXYRTCEG8MG,27067.53408563137
ID_YY3KCR9ITVMV,13705.534117877483
ID_9Y923ZFFPJQN,6800.722139656544
ID_WVWXDTJIV8R7,39446.23245345056
ID_JX9DQ8NPF54K,37544.09067994356
ID_EEOIF0T741CX,78823.46625030041
ID_D8QV5KG8YRFZ,36830.571133077145
ID_U7TNSDHA83X6,-11600.848760798573
ID_7I22APJFOYPD,38136.68856151402
ID_H0QYCW9HJANB,13770.37355786562
ID_SVF2Z6G8G637,41173.392256617546
ID_5WIUMTDPH0OO,9234.081487089396
ID_POWEG1FT0J13,69355.51912155747
ID_HMLVFSCHKS3L,138244.46595168114
ID_O6N9ZJK1FACG,5322.238368675113
ID_TAO02GVZRVFN,168363.62709225714
ID_JIIBC4E1S4SW,135512.51343931258
ID_YY57N81KLAUX,120316.6456938982
ID_Z1E320RBT1TS,134633.82090625167
ID_P0I5K357IU0S,15015.84896607697
ID_NHTQH1IMF44R,118908.30200609565
ID_SKA05RY6JRL0,35083.41517174244
ID_VF2CYWLSQC1O,191966.26040779054
ID_AN7T6XD09ECZ,59002.248367354274
ID_OGQPZ1VY2ESL,145299.29230879247
ID_NP3YKYHANSRM,171976.9188027084
ID_E0G5WPLBPSZ2,59831.63825921714
ID_794VXGFSF8ER,49434.38406574726
ID_AN8DTFWXCMK3,122458.67911836505
ID_HBXMZA7L4G3F,112993.4551102817
ID_VDOE08F8SSXV,173082.68067154288
ID_UMF8MPW64B8F,121931.10775712132
ID_9PTCFLB602YY,152222.98799304664
ID_7L1W2BSWNWVM,74504.01515562832
ID_CIA85O437U86,83825.89937537909
ID_211P9D7NNCRG,5679.440528079867
ID_KGS1YTCS6ZT9,58403.8492205739
ID_8XV68T4S0VW5,867.9707504659891
ID_ZEX64CE99SVZ,120959.08585208654
ID_TGOQBFWKKPKG,55726.09729145467
ID_Z58SYRVGIACR,117367.27848249674
ID_NMHIWBTSJZQN,22647.56453998387
ID_WFVYPFEMAQF2,14156.59768421948
ID_VT2ZWMF83G6N,145368.12726143003
ID_WI1D4BBUIR4B,24825.107777044177
ID_KGZLWK34GX9D,143119.0016592294
ID_3MA8YXZTCKT2,10553.279429793358
ID_7ABU3KDAYDBY,85208.53467343748
ID_VBZTESZIZCEO,74602.24076627195
ID_3UA5IG4N83LP,42958.42714712024
ID_C6I44HK0RXDI,60840.10689328611
ID_GS7Q3UW43WIO,6808.579620823264
ID_TPDYRPM6A7D2,15772.140190467238
ID_6OHX8JN7JB3X,181279.37383158505
ID_TTK8I9PHKUA0,17668.99764585495
ID_FGEJ98HTD23H,138192.1805229187
ID_QNJUXTGEK7CF,136506.59701994061
ID_9KCIJ85N3B2X,107039.78536108136
ID_18LQKZBUF09C,14455.359586313367
ID_MBWR06IXJQUK,5223.212218776345
ID_C6W4R9JTLKTK,119896.50439180434
ID_ZCE95FW33LB7,124865.23001350462
ID_WNEDSHN8DSZR,201748.01992589235
ID_M1G6IPH6BQJW,23439.435579255223
ID_F0H7LTTLO1IJ,69333.41139732301
ID_BRS9M03IO8UK,183055.65162484348
ID_5UDO9F2TO3F9,-14828.601870253682
ID_H0MP86YNQ1NS,40479.28083340824
ID_2NZGOJJED4OW,30735.788142248988
ID_THNEX8B5F9GR,18091.873065024614
ID_P6J0CMX6UDDU,76980.5433857888
ID_6B3RIZOF5QQI,156832.92825478315
ID_Y7LSKGNSUXR0,1612.8237480074167
ID_YSYX8ZXI6GTJ,29318.83692805469
ID_WQE9L0TWWUH3,50885.41105058789
ID_MKSNN4TXJAAG,20722.414018124342
ID_QLZKP3UHQOBM,58695.265880391
ID_KF9TO8JAP1XL,7291.71539491415
ID_41CCROA28WCT,23867.151417687535
ID_PX44U5A7D172,71603.77001139522
ID_F1ZBRIIPABK5,-24530.68186275661
ID_NDQ56EADPM6T,17760.558325603604
ID_C726BF7ZWWPF,167374.5680873692
ID_GS1SFY83GP07,19038.574599191546
ID_UBNR4U7UYCUS,30043.762454405427
ID_MB1QG8FMQJFK,5951.961281940341
ID_D8QQDQBRKGRL,200117.88518738747
ID_5Q396H4ODDI3,55948.48686634004
ID_WKTM9VPXIRDW,63387.535069689155
ID_9HWQ9QWUYQFI,163378.85184587538
ID_N2BPM0WVYMUH,147921.36330591142
ID_3SZ213E7BZL0,165941.1917653978
ID_BO8VK3A5PL6P,110887.79713778198
ID_J49R9CZPNZXH,23504.730582132936
ID_HRIYVNW2PACX,194905.07098910213
ID_JKJVED8SE6R2,15744.08697643876
ID_34U124ZJFQK9,5349.55530911684
ID_2H6W46GNEKHI,57855.56160329282
ID_HYW8E1MUR6QH,52061.44191119075
ID_RMFBC7YU8W8C,29330.17149926722
ID_HEZU6ADL40WT,76037.92188976705
ID_JHBLJ871RH3O,138929.2758423984
ID_6XPLS8K9C09Y,24322.139159992337
ID_Q7FIKENS2B8O,104394.39491249621
ID_RHF0UU89HK6Y,12685.021801069379
ID_MRQ6D0YP8DYM,-7405.776775211096
ID_V45AYEZNEVVC,125511.41041690111
ID_HV9L08AALVGU,35655.02467215061
ID_12I37GU04T0Z,162323.52334211767
ID_2E24PH5KAEYB,38215.72350528836
ID_JBIF6PY761DU,16814.190512016416
ID_TUZOEUPE0MCR,49020.1686039865
ID_RWJZNENPM8E0,3014.728493526578
ID_I6KHNRQH6MP7,16641.904438838363
ID_LTD76QGHF1PV,126918.15773975849
ID_9AN0TXBXRLAK,75409.66890794039
ID_BA5Z5G0EXGXD,179573.1918490529
ID_R6V01W0FNKDW,151797.8981103748
ID_AUXAAS4TXV12,36142.31394289434
ID_93TY8VZR42JK,38320.06922094524
ID_VDEDGMG9YCK5,15792.919277638197
ID_JY10QGQ9KSWU,51963.21708726883
ID_XGUOFRUBSRAG,177340.9291922301
ID_LJM2YG23KPID,193884.49758848548
ID_FNE16CQ0SMXC,103579.73893208802
ID_GI5SX5QB8QVG,211012.54922918975
ID_CQZEZBD84E8U,12175.845266118646
ID_TIZIUUU5CNZX,94337.51491744816
ID_EJJP6K6W8Q2C,58889.21323108673
ID_W3WUQ7L7P5NG,107497.44940586388
ID_8VYSMGRVFPOZ,118684.84971924126
ID_4242Y8TSRMK9,171773.02605341375
ID_XFUA33VPA3MJ,24700.997766003013
ID_GCICZ4EX3SBH,65629.8105365932
ID_L3GPXY80GF09,160423.28055645525
ID_0T0QB7UQOEFH,159926.1446428597
ID_1DOOO7S2CED8,35353.57217173278
ID_92LWUINRR7TW,51347.15192036331
ID_3R9IS1MOCH35,7153.037522286177
ID_1KDANGYO6QEQ,3016.780058130622
ID_TP884H61JSMD,99122.53185769916
ID_CVDU382QF9Q0,2165.1196568459272
ID_ZPV7ARGUJTIA,171048.47143514454
ID_8C8TVOO4DMBE,135103.98151876032
ID_E4COPG2OXDHV,160071.37630289793
ID_ACEQ0FHP9QIX,77454.85972307622
ID_BFIOMVF6WZUU,44073.52432323992
ID_PXR1ZDSBTE3E,23921.005475491285
ID_D1H1IUF73AD9,128994.81950642169
ID_IQY0O532P1X8,39709.49818351865
ID_KK6NIF842ATE,111400.17756643891
ID_I6MYYR2K6R7C,69718.14077192545
ID_599H9IG17MTW,139992.79108086228
ID_WC0CMEJBATHC,166296.95079995692
ID_2V72OE8UZ3WX,159304.39489591122
ID_QSZT95GKPOA7,10080.30648522079
ID_6K22KKD1XVJT,1568.6727802455425
ID_NYE3SZEULY36,22766.52816593647
ID_CU7LTFJMMLA6,99771.95017439127
ID_6IDV6RAA1284,-19293.570431157947
ID_Y9U29838Z4GD,189602.95640058815
ID_6WWCLJ7H4F6A,146723.11975368857
ID_K4K6PUYEU24U,30426.515591025352
ID_PI6GYKWI6P0G,11070.686144649982
ID_SAQCGS6554LZ,14423.990235373378
ID_BVOAWUBC8XME,-6127.956058099866
ID_TXK6T1OAADJA,144277.63802979887
ID_DRP9DSYBBKKJ,55586.78977049887
ID_49DKD6ALGKG8,22429.18348146975
ID_13UIZWUK2F48,22991.575042828918
ID_66DUWHT27FU8,26450.882274001837
ID_B5UM461WA6NE,28490.390177041292
ID_MWQF5JJHS408,23702.84167395532
ID_55RHE2VA1F9F,-10857.920257404447
ID_GBXMJN954MQG,58.06240965425968
ID_7UR0YKDH55IG,18092.381222829223
ID_D73UIFH3CVYY,42866.403748586774
ID_0B96J5GMJCD3,55564.01561412215
ID_CQG3GGXCYJUB,153364.55022117496
ID_V3H777SVNIYK,25276.345370307565
ID_RPCVVZZDQTA1,349.14359916746616
ID_ZKHJPCDP3EAB,14307.8926795125
ID_VT6TERRDHH43,62508.71316535771
ID_0P7MDYG13JOX,178401.83211368322
ID_W3K6M3KBF35B,70654.3092841208
ID_IM5KITNJYERP,72045.11955820024
ID_KYN19S7B8DIH,58183.09208677709
ID_8BXIB7TZK3DW,65871.06149967015
ID_ENPPWZE8NEK4,116555.05566704273
ID_7Y6T3L44PS2D,94800.85574813187
ID_V3OS20N8R57S,80073.48243382573
ID_0ISG1TUCS1XX,77731.27033554018
ID_PP4K9QEQKQZY,13982.545225724578
ID_2LK7LUZIXDYB,147223.4711996317
ID_P64KF4VTMZDS,140752.09032310545
ID_UN9X1AKPK31F,56995.234161257744
ID_99BCUR29TWXG,138728.53501820564
ID_IWH9DXBIJ2H0,178709.50268541276
ID_BQA14YCPWB7L,5541.175748094916
ID_X46VLQ8VJQZI,67809.76023070514
ID_P326ZL1PHSPX,46940.33080706
ID_Y4HMT0I9C6KP,20859.214940696955
ID_WJGMTN39YQWE,38301.57017992437
ID_KV9GXJXJXTLV,111071.33563512564
ID_51R9NHYUYN1X,-10728.365776613355
ID_EWAIRUEUCV6D,34128.198019236326
ID_Q9QEMEAAMDE0,22665.195933401585
ID_8L0QJCNHE9ZF,43777.224383711815
ID_LJHIIYZB6PJU,148272.71589757502
ID_8Q1L9SYZG0RU,9866.038961857557
ID_SL1LFFPW1D91,29809.880906939507
ID_5E4UAMKJ4GBA,15042.034994408488
ID_8Z0TWHO288YQ,-4680.0362549722195
ID_H10EUKNJIY82,81848.40216743946
ID_42E10N9Q3F3K,143587.2058389932
ID_MAFX7WTD7NY0,121484.61712233722
ID_E1A0HSPCNHSL,19772.16147941351
ID_WEIAHRZHXSP5,28235.687453493476
ID_FUBJ9MXO0FA0,80135.53627330065
ID_JTZK5CP0OI2P,141221.61160057783
